VG7B.MU	MUN
LYQY.SG	STU
VAG3.BE	BER
SYBK.DE	GER
IDV.MX	MEX
PMEM.LS	LIS
LSTK	PCX
H413.BE	BER
UEFZ.F	FRA
LYPB.F	FRA
GSRA	PCX
IHE	PCX
ALD	PCX
25961256.IR	ISE
XDJP.MU	MUN
FDY.TO	TOR
SCIX	PCX
SEMF	PCX
VEU.MX	MEX
XLV.MX	MEX
CNB.PA	PAR
RWW.A	ASE
LYM7.DE	GER
DBPE.SG	STU
500H.MI	PSX
X92961.TI	TLO
S6EW.PA	PAR
16JR.L	LSE
K-MSCI26.TA	TLV
LEMO.PA	PAR
TPXH.MI	PSX
PHYS.A	ASE
EEHB	PCX
TUZ	PCX
GURI	PCX
SHORT-JPY-F-S.ST	STO
FHF.TO	TOR
61010.L	LSE
HYLD	PCX
SGLN.L	LSE
XJSE.F	FRA
1214171.SW	EBS
AMES.DE	PSX
XGI.TO	TOR
DCQA.F	FRA
^VEURC	NIM
KSNKY-38.TA	TLV
CD47.HM	HAM
LYMM.MU	MUN
DXS1.BE	BER
K-MSCI30.TA	TLV
PJS1.SG	STU
JBGOEX.SW	EBS
P3WL.BE	BER
PMNA	NIM
10663497.BE	BER
EXSJ.BE	BER
CCOF.SW	EBS
DBZR.DU	DUS
139310.KS	KSC
EUSC	PCX
XDUK.MU	MUN
20GQ.L	LSE
SPY3.SG	STU
XY4P.SG	STU
UYM	PCX
HRMKM-19.TA	TLV
H4ZA.MU	MUN
SYLD	PCX
FKU.MX	MEX
^FCVT	NIM
SLYV.A	ASE
EXVM.HM	HAM
20974572.IR	ISE
RWJ.A	ASE
^INSYBFC	NIM
RU2K.L	LSE
36BS.MU	MUN
13282972.DU	DUS
4JZG.HM	HAM
EXV4.HM	HAM
DTN	PCX
IBCG.HM	HAM
E903.MU	MUN
25524842.IR	ISE
PSCI	NGM
XDDX.L	LSE
X48832.TI	TLO
FDD	PCX
XD5S.SW	EBS
LUSA.MI	MIL
GDX	PCX
HFU.TO	TOR
INFR.AS	AMS
24023151.SW	EBS
UGE	PCX
HAWX	PCX
FIA	PCX
US10.MI	MIL
ENZL	PCX
CN1.L	LSE
DXS2.BE	BER
ZOZI.AX	ASX
X018.DU	DUS
DHS.MI	MIL
ASET	NGM
DX22.DU	DUS
RWL.A	ASE
CRMFGETF.NS	NSI
H417.BE	BER
TCRS-63.TA	TLV
TDTF.A	ASE
UCO.A	ASE
BKF	PCX
CIZ	NGM
AUST.MI	MIL
95HJ.L	LSE
50NN.L	LSE
XSD2.MI	MIL
DX2A.F	FRA
DBX7.DU	DUS
XMEE.L	LSE
UIQU.SG	STU
CSJPL.SW	EBS
66927.L	LSE
IBC8.BE	BER
XDER.L	LSE
HAP.A	ASE
540I.HM	HAM
SMLN.SG	STU
HIDR.L	LSE
DWX	PCX
EWLD.PA	PSX
LUXU.SW	PSX
INLD.AS	AMS
CUKL.L	LSE
REM	PCX
QEM	PCX
DHS.SW	EBS
MUEUAS.MI	MIL
36BF.MU	MUN
DIG.MX	MEX
HEU.PA	PAR
141240.KS	KSC
LU35714642.HM	HAM
LDRI	NGM
BTP5L.MI	MIL
IYY	PCX
EXHF.BE	BER
^INZPRAE	NIM
LYME.MU	MUN
IS3N.MU	MUN
C068.DE	GER
EXX3.BE	BER
SEB_K1250.ST	STO
SCO.A	ASE
ENERW.MI	MIL
SXR1.F	FRA
SPY5.DE	GER
^INEMLI	NIM
X86391.TI	TLO
XDEW.SG	STU
PSRW.L	LSE
CEC.MC	MCE
122632.L	LSE
GHII	PCX
XCS5.SG	STU
XLKS.SW	ISE
MSBV_FEM1.ST	STO
EXHE.HM	HAM
SBEU	PCX
MTV25-1.TA	TLV
STT.PA	PAR
ISQD.BE	BER
PHSI.PA	PSX
24180831.BE	BER
AC3NOBO16CSGA.ST	STO
PDRB-162.TA	TLV
XDJP.DE	GER
SPYQ.F	FRA
PRN	PCX
BKLN	PCX
92TS.L	LSE
EXI7.SG	STU
VQTS.A	ASE
XBAK.F	FRA
DXSH.DE	GER
DBPR.SG	STU
QESP.A	ASE
143850.KS	KSC
VCR.A	ASE
DBUK	PCX
L8I1.DE	GER
FXL.MX	MEX
^ZPDW	NIM
AIGA.L	LSE
EXX2.DE	GER
DGRO	PCX
DBEM.A	ASE
MATW.PA	PAR
IBCA.SG	STU
QUAL.MX	MEX
CSINDU.SW	EBS
80JA.L	LSE
WEAT.L	LSE
IUS3.DE	GER
DBZR.SG	STU
10640704.SW	EBS
TCBT.AS	AMS
LAGR.MI	MIL
CD91.F	FRA
NBF_EC85_A968.ST	STO
M9SY.DU	DUS
P44G.BE	BER
3LOI.L	LSE
PXMG	PCX
TRET.AS	AMS
XLK.MX	MEX
VEFA.MU	MUN
889976.DU	DUS
3073.HK	HKG
03OQ.BE	BER
IAPD.SW	EBS
SPXN	PCX
LYS6.SG	STU
0053.TW	TAI
FV.MX	MEX
LYYN.SG	STU
LYPJ.DU	DUS
LCAU.L	LSE
C075.F	FRA
KBWR.A	ASE
IJPN.AS	AMS
XGLF.L	ISE
LYPQ.SG	STU
RELIGAREG.NS	NSI
HEF.TO	TOR
GOLE.L	LSE
OSX4.DE	GER
RGRP.A	ASE
M9SD.BE	BER
EXXW.DE	GER
H4ZD.SG	STU
JB6A.DE	GER
TUR	PCX
XB4S.DU	DUS
69VW.L	LSE
RUE-U.TO	TOR
PB25-288.TA	TLV
PBND-163.TA	TLV
EUNP.HM	HAM
SYBD.DE	ISE
FRNE.DE	PSX
3GIL.L	LSE
PNTR-236.TA	TLV
XCRG.L	LSE
FXH	PCX
RBC_GTM_1272.ST	STO
FKU.L	ISE
NIB	PCX
JBPAEX.SW	EBS
1951019.BE	BER
IBC7.DU	DUS
SYU.PA	PAR
GVI.A	ASE
TCSP-111.TA	TLV
XSDX.ST	STO
TNOA.L	LSE
CSLS	PCX
XFI.TO	TOR
P98444.MI	MIL
EIRL	PCX
FAN.A	ASE
XLB.A	ASE
DBIZ	PCX
DES2.L	LSE
CHI.TO	TOR
RLY	PCX
MINC	PCX
^SYBD	NIM
FINU	PCX
CAPE.SW	EBS
ETL4.MU	MUN
7GXT.BE	BER
NFLT	PCX
SILJ	PCX
LRX2.DE	GER
TENZ.A	ASE
LSK7.BE	BER
LYT1.MU	MUN
VGK	PCX
PLUSI.SW	EBS
IUSP.BE	BER
ICSH	BTS
34GR.L	LSE
125720.L	LSE
LGCF.L	LSE
DBZB.F	FRA
ZPRI.SG	STU
36BV.MU	MUN
VOO	PCX
EL44.HM	HAM
EWQ	PCX
ARGT_GTM_1955.ST	STO
4GXS.BE	BER
KSTB-184.TA	TLV
STTS.SW	EBS
FRCJ.F	FRA
MTTS-76.TA	TLV
ERO	PCX
X13G.SG	STU
X03G.F	FRA
200030.KS	KSC
XREA.SG	STU
ZPRP.DE	ISE
XPH	PCX
540L.SG	STU
RPD-U.TO	TOR
ZGLD.SW	EBS
MVUS.SW	EBS
18MF.DE	GER
125447.L	LSE
IQQT.F	FRA
PTH	PCX
25883167.IR	ISE
NZDP.L	LSE
HMUD.L	LSE
XMUS.ST	STO
SHBO_926AT.ST	STO
VOOX.SG	STU
EUN1.DE	GER
LYPK.SG	STU
SDHY.SW	EBS
C074.SW	EBS
NFO	PCX
18067687.SG	STU
XHD.TO	TOR
O056.L	LSE
ELOW.MI	ISE
CEMY.BE	BER
WTEE.SG	STU
MDYG	PCX
SPUN	PCX
H4Z9.F	FRA
LYMA.DE	GER
FIVZ	PCX
XNIF.MI	MIL
IBCL.F	FRA
OILB.MI	MIL
XMTD.L	LSE
RIGS.A	ASE
KFTS-164.TA	TLV
^VJPC	NIM
22491982.SW	EBS
ZMU.TO	TOR
KSMTW-17.TA	TLV
UIQ1.F	FRA
C543.SW	EBS
IJPD.L	LSE
XLIN.L	LSE
XMWD.L	LSE
C005.HM	HAM
M9SA.HM	HAM
KSSP-174.TA	TLV
EUNQ.MU	MUN
ISQI.BE	BER
IUSC.SG	STU
GLTR	PCX
CH5.L	LSE
3782016.SG	STU
26106871.IR	ISE
ELF1.SG	STU
H4Z0.BE	BER
LBRT.L	LSE
SH	PCX
J40N.BE	BER
SCJ.MX	MEX
EURO.SW	EBS
89ND.L	LSE
3726774.DU	DUS
EMSE.F	FRA
BEAR-GULL-DNM.OL	OSL
X509.SG	STU
MBB60-49.TA	TLV
UIMT.DU	DUS
VONG.MX	MEX
AUKD.L	LSE
51KW.L	LSE
US13.PA	PSX
UST.MI	MIL
YAO.MX	MEX
1831729.SG	STU
Z36145.MI	MIL
C074.F	FRA
IST	PCX
H4ZD.DE	GER
VDC.MX	MEX
VUSA.AS	AMS
QMV.TO	TOR
UEQ1.SG	STU
CEBB.DE	GER
LYY2.SG	STU
HAF.TO	TOR
16RF.L	LSE
4878174.DU	DUS
PJEU.F	FRA
LYQM.SG	STU
NORA.L	PSX
BSV	PCX
EZR	BTS
SOYB	PCX
TRSK	PCX
^BBC	NIM
XIN.TO	TOR
EXX4.DU	DUS
XHYG.F	FRA
EUREUA.MI	MIL
EXSB.MU	MUN
4878188.DU	DUS
ZESM.F	FRA
10461054.SW	EBS
UB94.L	LSE
EXHF.F	FRA
IS3K.DE	GER
H500.SW	PSX
21342140.DU	DUS
CD6.PA	PAR
X1ES.MU	MUN
ARGT_GTM_2222.ST	STO
123467.L	LSE
590103.BO	BSE
EUMC.L	LSE
SXR5.DE	GER
3NGS.L	ISE
11823857.DU	DUS
FMAT.A	ASE
X500.SW	EBS
IBMD	PCX
HR15-15.TA	TLV
XMKO.MI	MIL
NORA.PA	PAR
PSP	PCX
SPXT	PCX
PTUSI.SW	EBS
XCBA.DE	GER
X79955.TI	TLO
X92995.TI	TLO
HRNKY-67.TA	TLV
BACK.L	ISE
IWC	PCX
091220.KS	KSC
C020.HM	HAM
128324.L	LSE
EEMB.L	LSE
10490247.DU	DUS
VISO_GTM_1435.ST	STO
EUS3.MI	MIL
CNX1.L	LSE
EL4A.SG	STU
HEDG.L	LSE
SFIN.L	LSE
XLPE.MI	MIL
NEAR.A	ASE
10640735.SW	EBS
19WF.L	LSE
10XP.L	LSE
CSOY.SW	EBS
X25E.MI	MIL
HRS&P-48.TA	TLV
VYM	PCX
HRSPF-81.TA	TLV
ECH.MX	MEX
H4ZC.SG	STU
ZPW-U.TO	TOR
LYQL.DE	GER
INFRACK15.MX	MEX
123528.L	LSE
X85581.TI	TLO
FLTB.A	ASE
BSX.MI	MIL
LYY7.HM	HAM
C054.DU	DUS
Z4L.LS	LIS
QLD.A	ASE
TADO-D1.TA	TLV
DXSM.HM	HAM
25073607.IR	ISE
CRB.PA	PAR
WRDUSA.SW	EBS
UKSGBH.SW	EBS
SEBO_043R.ST	STO
IS01.MU	MUN
FXJP.ME	MCX
PMGT.PA	PSX
KEU6-150.TA	TLV
IQQ5.DU	DUS
540C.DE	GER
RXD.TO	TOR
SLST.L	LSE
X4ME.DE	GER
HEAF.MI	MIL
IDJV.MI	MIL
EUNS.DE	GER
XCX4.L	LSE
117428.L	LSE
M9SK.SG	STU
O100.L	LSE
XDWL.DE	GER
SPYE.F	FRA
EUNN.SG	STU
IBDC	PCX
124911.L	LSE
3024.HK	HKG
LYPG.DU	DUS
CMW.TO	TOR
XCAC.MI	MIL
143460.KS	KSC
CH1.PA	PAR
EXHJ.DE	GER
XHY.TO	TOR
PAF	PCX
VOO.MX	MEX
25116456.IR	ISE
IQQL.HM	HAM
11398824.DU	DUS
222180.KS	KSC
IWB	PCX
IWS	PCX
JBPAUX.SW	EBS
24022521.SW	EBS
CSTP.L	ISE
SML4.BE	BER
^IVEURCHF	NIM
CMU.MI	MIL
X3A5.BE	BER
18333420.IR	ISE
RYJ.A	ASE
123452.L	LSE
229200.KS	KSC
SC0K.MU	MUN
KSNAS-54.TA	TLV
DXSG.HM	HAM
RUD-U.TO	TOR
CUSS.L	LSE
HFN15-16.TA	TLV
DX2V.F	FRA
DBZT.MU	MUN
OSX2.DE	GER
NUKE.L	LSE
H4ZE.F	FRA
XT21.L	LSE
5X61.SW	EBS
PHDG	PCX
18575459.AS	AMS
HILO	PCX
EXX5.DE	GER
H4ZR.SG	STU
SYBB.SG	STU
ADRU	NGM
QED.A	ASE
RS2U.SW	PSX
VTWG.MX	MEX
SC0J.MU	MUN
X015.HM	HAM
OSX2.SG	STU
AFIX.DE	GER
VOOL.SG	STU
LOWV.MI	MIL
HEW.TO	TOR
60PH.L	LSE
LYPK.DE	GER
SPYR.SG	STU
V32C.BE	BER
IQQH.DE	GER
VLU	PCX
H4ZG.DU	DUS
LU1208942.HM	HAM
3614446.DU	DUS
MXJ.PA	PAR
CD8D.PA	PAR
SEUC.MI	ISE
PKW	PCX
IMLP	PCX
HEWC	PCX
22966276.IR	ISE
10046790.DU	DUS
HEGJ	PCX
PZC.TO	TOR
SGQX.L	LSE
TLTGL-30.TA	TLV
X74347.TI	TLO
225040.KS	KSC
SLCT.MI	MIL
ISQI.HM	HAM
XUTS.L	LSE
XESC.SW	EBS
IEMS.L	LSE
IUSD.DU	DUS
HEZU.MX	MEX
13042150.DU	DUS
10677403.DU	DUS
LYYI.DE	PSX
JPNJPA.SW	EBS
CCOR.SW	EBS
JO	PCX
IUSZ.BE	BER
UBG	PCX
IBCS.MU	MUN
BRND.MI	MIL
IQQW.HM	HAM
ARRA.F	FRA
SUBD	PCX
IHY	PCX
DXJT	PCX
EXXY.DE	GER
IIF.MX	MEX
XEL2.ST	STO
OILS.MI	MIL
11602859.DU	DUS
MA05.VI	VIE
^AAXJ	NIM
LEAD.MI	MIL
ISPY.L	LSE
MPFE.DE	ISE
JJM.A	ASE
LRX1.BE	BER
GMM	PCX
47NG.L	LSE
10200620.SW	EBS
LYME.SG	STU
IPKW	NGM
IHDG	PCX
JPNS	PCX
R9BA.F	FRA
DBPP.DE	GER
51LU.L	LSE
3071.HK	HKG
GLDV.MI	MIL
10501281.SG	STU
IQQ4.BE	BER
H4ZY.SG	STU
60CP.L	LSE
GLTS.L	LSE
IQQN.MU	MUN
C541.SW	EBS
BRES.MI	MIL
D5BL.DE	GER
WTEZ.MU	MUN
EUUSBH.SW	EBS
XBTR.SW	EBS
MND15-31.TA	TLV
EUNZ.SG	STU
CAGBAH.SW	EBS
CORG.L	LSE
DGP	PCX
XJP.NX	ENX
XH7S.L	LSE
124664.L	LSE
OESA.F	FRA
XD5E.MI	MIL
X024.DU	DUS
PSQ.MX	MEX
KSMLT-14.TA	TLV
JPEUBH.SW	EBS
D1CA.F	FRA
EEMA	PCX
DFE.MI	ISE
IS3T.SG	STU
HII.TO	TOR
IUSN.BE	BER
24767127.PA	PAR
LMMV.L	LSE
IOIL	PCX
2860331.SW	EBS
HMD.TO	TOR
PXI	PCX
XUTL.L	LSE
EMLA.MI	MIL
LYPE.F	FRA
B3PA.F	FRA
ZPRE.HM	HAM
SPYT.DE	ISE
EL46.F	FRA
133306.L	LSE
EPOL	PCX
IUHC.L	LSE
^INZPRSE	NIM
S-D.TO	TOR
SX5D.SW	ISE
VOOS.SG	STU
BBVAD.MC	MCE
D5BK.DU	DUS
SC0E.F	FRA
KBWP.A	ASE
CLEV.MI	MIL
LYPN.SG	STU
COVR.DE	ISE
3782271.SG	STU
10975851.IR	ISE
SXLI.SW	ISE
USE3.AS	AMS
DXSJ.SG	STU
RHP.TO	TOR
SXRU.DU	DUS
68BR.L	LSE
LSOB.L	LSE
NBF_GT70_A401A.ST	STO
10407878.DU	DUS
FYLD.A	ASE
X61506.TI	TLO
IBCG.MU	MUN
HJPX	PCX
KNOW.A	ASE
HRUD.L	ISE
SC0G.MU	MUN
^EEML	NIM
FWDB.A	ASE
TOK	PCX
ELFA.F	FRA
IQQQ.DE	GER
22284045.SW	EBS
ETLP.BE	BER
ZZZZ	ASE
ZTEST.A	ASE
IC3TOP8CGS.ST	STO
FPX.MX	MEX
29491397.IR	ISE
XDEM.MI	MIL
IHK.AX	ASX
2605985.MX	MEX
SEA	PCX
11824015.DU	DUS
KSDAX-55.TA	TLV
LYYM.F	FRA
26018609.IR	ISE
IS0J.F	FRA
LLEA.MI	MIL
DXSD.MU	MUN
WDTI.A	ASE
XCHA.MI	MIL
IJPN.L	LSE
EXXV.DE	GER
3001.HK	HKG
SYB5.F	FRA
AM3A.SW	EBS
PLAE.L	LSE
24770428.PA	PAR
XMHC.MU	MUN
HER50-65.TA	TLV
EXX3.SG	STU
CI3.MI	MIL
4B0K.BE	BER
CASE.L	LSE
-ZSILEU.SW	EBS
XMUJ.L	LSE
L8IF.BE	BER
TCFS-101.TA	TLV
18108136.IR	ISE
KDAX-234.TA	TLV
CNDX.AS	AMS
WIG.PA	PAR
IYE.MX	MEX
19BD.L	LSE
66928.L	LSE
FH4B.MU	MUN
JBSIUA.SW	EBS
ZGLDUS.SW	EBS
XCS2.SG	STU
OD5E.MU	MUN
RTSE.MI	MIL
HRNSD-26.TA	TLV
US13.L	PSX
X3A1.BE	BER
XVZ	PCX
USLV	PCX
GSI_GTM_1385.ST	STO
COW-A.TO	TOR
RUS2.PA	PAR
EFQ0.DE	GER
LYM5.MU	MUN
XWND.MI	MIL
232590.KS	KSC
XESQ.DE	ISE
C024.DU	DUS
LYY0.DE	PSX
GASX	PCX
JPNH.PA	PAR
IQQ6.MU	MUN
IUSG	PCX
11901670.BE	BER
26679302.MU	MUN
IBDL	PCX
00646.TW	TAI
HRNTR-94.TA	TLV
VISO_GTM_1432.ST	STO
EXHB.DU	DUS
XB4F.MI	MIL
DBPS.F	FRA
XCEM	PCX
SC02.DE	GER
^VDNR	NIM
XDWD.DE	GER
RDIV.A	ASE
MFAI.SW	EBS
YCL.A	ASE
H4ZA.SG	STU
DBX7.HM	HAM
PGOLD-60.TA	TLV
FR000173.MU	MUN
VB	PCX
Z69083.MI	MIL
IEGY.SW	EBS
JPCHBH.SW	EBS
XJSE.DE	GER
SC0V.DE	GER
^EEMA	NIM
HDLV	PCX
JHMH	PCX
NBF_SC87_B025.ST	STO
TBF.A	ASE
78AJ.L	LSE
3782613.SG	STU
IQQC.BE	BER
TAGS.A	ASE
RBL	PCX
EL4H.SG	STU
DBPQ.DE	GER
MTD.PA	PAR
QKOR.A	ASE
IJS	PCX
RYE.A	ASE
LYYA.HM	HAM
CSIO_TTT25.ST	STO
H411.SG	STU
NBF_31AEK_A857.ST	STO
GBF	PCX
SGDJ	PCX
IYC.A	ASE
124969.L	LSE
PHPT.MI	MIL
BRF.MX	MEX
FBZ	NGM
FXZ	PCX
DEM	PCX
RQF.TO	TOR
ELOW.SW	EBS
10677453.DU	DUS
C023.BE	BER
EUNS.F	FRA
NBF_GC84_A931.ST	STO
X024.BE	BER
SSYO.MI	MIL
DBXR.DE	GER
22697681.SW	EBS
WTDX.MU	MUN
GS3EUA.MI	MIL
ZMP.TO	TOR
ASHS.MX	MEX
HYIH	PCX
4JZB.HM	HAM
FRB_SELECTA_N.ST	STO
LYS1.SG	STU
RWV	PCX
SLHO.MI	MIL
3176893.SW	EBS
PBW	PCX
11892905.SW	EBS
LYYA.MU	MUN
WBIA.A	ASE
4GX3.DU	DUS
IDV	PCX
LSK8.MU	MUN
^INLDCE	NIM
RJN.A	ASE
IQQQ.MU	MUN
WRDEUY.MI	MIL
93OK.L	LSE
GXC	PCX
BNDX	NGM
LYBNK.SW	EBS
10640721.SW	EBS
FLAT.A	ASE
28650240.SW	EBS
GYEN	PCX
^SXLK	NIM
89YN.L	LSE
124138.L	LSE
USCP.BE	BER
ZPL.TO	TOR
2641213.SG	STU
NOKP.L	LSE
CWD1.L	LSE
SVR-C.TO	TOR
RIGS	PCX
MAGB.AS	AMS
TINM.L	LSE
FRI	PCX
24406457.SG	STU
4CPA.F	FRA
TCSP-120.TA	TLV
XMT.MU	MUN
DBP.A	ASE
H4ZI.DU	DUS
WTES.F	FRA
COSW.BR	BRU
SC0H.DE	GER
XD9U.F	FRA
125736.L	LSE
22492671.SW	EBS
IS0F.BE	BER
JGBS.L	LSE
LYS1.F	FRA
MIVA.F	FRA
ZPRE.SG	STU
VTI.A	ASE
UPW.A	ASE
QDVF.DE	GER
536960.BO	BSE
BNV6B.PA	PAR
DBX9.MU	MUN
COSW.PA	PAR
122290.L	LSE
96LD.L	LSE
RDV.AX	ASX
XCS5.L	LSE
50NW.L	LSE
XBI.MX	MEX
XDPG.L	ISE
IBCM.BE	BER
WEAT.A	ASE
SPXJ.SW	ISE
WBII.A	ASE
APEX.MI	MIL
IPFF	PCX
UEFH.DE	GER
ZPRI.DE	GER
WXM-A.TO	TOR
CHSPI.SW	EBS
RXRGEX.SW	EBS
SR2000.MI	MIL
21967496.SW	EBS
41GQ.L	LSE
10501281.HM	HAM
IQQ4.DU	DUS
ZIN.TO	TOR
SCIF.MX	MEX
EXXYN.MX	MEX
DFE.MX	MEX
SHRT-ADEL-H.ST	STO
LU29862796.HM	HAM
JP1410.MI	MIL
SPYN.DE	GER
LYQL.HM	HAM
RFG	PCX
HRGLD-33.TA	TLV
UTI.PA	PAR
EMVEUA.MI	MIL
XAL.TO	TOR
3GIS.L	LSE
MOOO.AS	AMS
L6G.BE	BER
UNL	PCX
EXI3.DU	DUS
MDD	PCX
TCS60-68.TA	TLV
XHC.TO	TOR
125727.L	LSE
EXHG.SG	STU
ESEE.DE	PSX
^ONEQ	NIM
CEW.MX	MEX
LVC.BR	BRU
IVVPESOISHRS.MX	MEX
HEU.TO	TOR
IDUP.L	ISE
VISO_GTM_1776.ST	STO
UBUU.F	FRA
SJPA.MI	MIL
HK.MI	MIL
PSSP-150.TA	TLV
6PSB.DU	DUS
CSAU.L	LSE
MA10.VI	VIE
2B7D.BE	BER
3UKS.L	LSE
FCG	PCX
RZG.A	ASE
XULL.L	LSE
CEMA.L	LSE
EUCO.PA	ISE
ALTE.L	LSE
12974725.DU	DUS
P28127.MI	MIL
ROUS.A	ASE
IHHY.AX	ASX
MTVB-SH1.TA	TLV
IASP.MI	MIL
A0M03W.HM	HAM
ITPS.SW	EBS
IAU.MX	MEX
TOTS.A	ASE
IEQU.MI	ISE
CCTN.SW	EBS
RING.A	ASE
EUMV.L	LSE
X29480.TI	TLO
40DD.L	LSE
DBX3.BE	BER
AGAP.L	LSE
VLU.A	ASE
SAA.A	ASE
BICK	NGM
XLIQ.DE	GER
LYYW.SG	STU
PFM.MX	MEX
DXSM.F	FRA
KSM-YT6.TA	TLV
IWC.MX	MEX
CEBE.DU	DUS
GUSH	PCX
QLTC.A	ASE
XB4N.DU	DUS
EXICK14.MX	MEX
IUSD.F	FRA
10640619.SW	EBS
CU1.L	LSE
C068.SW	EBS
H4Z2.HM	HAM
4GXM.MU	MUN
P3WG.BE	BER
DBXY.MU	MUN
1960266.SG	STU
HGEU	PCX
COLX	PCX
60RR.L	LSE
H4ZE.SG	STU
NBF_11AUH_A015.ST	STO
IUS7.DE	GER
12475858.SW	EBS
PSERO-63.TA	TLV
SJPA.L	LSE
ETLN.BE	BER
IBTM.SW	EBS
IQQW.DU	DUS
CUKS.AS	AMS
FPA	NGM
4878178.DU	DUS
EXH6.SG	STU
JYN	PCX
IUSM.DU	DUS
IOGP.L	ISE
LYMH.BE	BER
LYXV.L	LSE
6PSK.HM	HAM
CBDE50.SW	EBS
3032.HK	HKG
CBH-A.TO	TOR
EL42.DE	GER
OSX4.DU	DUS
DRN	PCX
ACWE.PA	PAR
NFRA.A	ASE
34GQ.L	LSE
XWSH.L	LSE
EDC.MX	MEX
LYPE.SG	STU
WTES.MU	MUN
EUS5.MI	MIL
PERM.A	ASE
RQG.TO	TOR
HMWD.L	ISE
14447380.IR	ISE
UIM5.DE	GER
CCXE.A	ASE
FTSD	PCX
SEBO_044E.ST	STO
TLH.A	ASE
SXRM.DE	GER
DX2W.F	FRA
DOL.MX	MEX
IYC	PCX
LYYY.DE	PSX
FNDE.A	ASE
8522.BE	BER
TDD	PCX
XREA.F	FRA
DX2I.DU	DUS
LYQY.DU	DUS
CP9.L	LSE
11IX.L	LSE
TWTI	PCX
AGRI.L	LSE
13180497.IR	ISE
^VGLT	NIM
MPAS.SW	ISE
EUO	PCX
3782133.MU	MUN
TTPX.DE	PSX
I7X1.MU	MUN
6PSF.F	FRA
SDK	PCX
VG78.MU	MUN
JPXN.MX	MEX
H4ZF.DU	DUS
LYYH.MU	MUN
KSBVS-35.TA	TLV
DJIMT.IS	IST
IEFV.L	LSE
UBUM.F	FRA
PXLG.A	ASE
TBT.A	ASE
W.TO	TOR
MNS-U.TO	TOR
IUSK.BE	BER
UB74.L	LSE
AAXJ.MX	MEX
PZW.TO	TOR
10010834.DU	DUS
3010.HK	HKG
FDIV	NGM
IBCL.SG	STU
^ZPDJ	NIM
SLVR.MI	MIL
VISO_GTM_1774.ST	STO
16GD.L	LSE
IAPD.L	LSE
122630.KS	KSC
SPUU.A	ASE
EUNW.SG	STU
ZSP.TO	TOR
FEX.L	LSE
EXV9.DU	DUS
XSSX.L	LSE
KSSX-177.TA	TLV
12003753.BE	BER
CD48.SG	STU
GQRE	PCX
45ML.L	LSE
EXHE.DU	DUS
X502.DE	GER
C066.BE	BER
83132.HK	HKG
XLIQ.F	FRA
JKH.A	ASE
LYYC.DU	DUS
SSYO.L	LSE
LU9Q.MU	MUN
NBF_32KEH_A900.ST	STO
ISQT.BE	BER
XGIU.SG	STU
VIIX	PCX
DXSH.SG	STU
VLSM	PCX
OSX6.HM	HAM
228790.KS	KSC
OUNZ	PCX
ITF.MX	MEX
LYMF.DE	GER
SCHA	PCX
BEAR-OLJA-X2-S.ST	STO
AGLS	PCX
X019.DU	DUS
OEF.MX	MEX
JP1401.MI	MIL
PUI.A	ASE
IGM	PCX
EWN.MX	MEX
CEMR.F	FRA
RIOL.L	LSE
IUS7.SG	STU
C5HU.PA	PAR
CCME.PA	LSE
IMCTRACISHRS.MX	MEX
KOL	PCX
BBCK.DE	GER
EMGF	BTS
DBXM.HM	HAM
^ASDR	NIM
TGND15-3.TA	TLV
174350.KS	KSC
XXSC.L	LSE
C072.SG	STU
2201273.BE	BER
SDHY.AS	AMS
ACWX.MX	MEX
G2X.SG	STU
XDEQ.SG	STU
XD5D.SW	EBS
IKOR.L	LSE
LPET.MI	MIL
X021.SG	STU
IBCJ.BE	BER
36HF.L	LSE
SHBO_947AX.ST	STO
ALD.A	ASE
EUE.L	LSE
O107.L	LSE
PNTR-303.TA	TLV
CBND.A	ASE
EMCR.MI	MIL
USCP.F	FRA
SCPB.A	ASE
CRRY.L	LSE
XGIU.DU	DUS
LYPA.SG	STU
10640592.SW	EBS
CI2U.PA	PSX
36BQ.MU	MUN
AEJ.PA	PAR
TPHU.PA	PSX
DXS5.DE	GER
VBR.A	ASE
VIOG	PCX
CEU.SW	EBS
195930.KS	KSC
SEB_1115_RTL.ST	STO
X503.F	FRA
DXSZ.DU	DUS
DGRW.MX	MEX
^EVAL	NIM
PMR	PCX
ARGT_GTM_1868.ST	STO
SYBL.DE	GER
UXM-B.TO	TOR
Y-A.TO	TOR
128448.L	LSE
SXLV.L	ISE
HYD.MX	MEX
C074.DE	GER
M9SF.DE	GER
CSP1.L	LSE
SSGQ.HM	HAM
SLXH.SW	EBS
IQQI.MU	MUN
EUN6.SG	STU
XY1D.DE	GER
MUNI	PCX
MWO.PA	PAR
MBB	PCX
^INSYBYE	NIM
XLU	PCX
PXMC.A	ASE
A0MRAB.HM	HAM
1794444.BE	BER
WATL.L	LSE
GLDV.L	ISE
ZSP-U.TO	TOR
AFRN.PA	PSX
^EGRW	NIM
XLY.A	ASE
UIQI.DE	GER
ITA.MX	MEX
SXLI.L	ISE
EWH.MX	MEX
X011.DE	GER
HAP	PCX
TRS3.SW	EBS
KSMKR-15.TA	TLV
119007.L	LSE
US7.SW	PSX
DXPS	NGM
KSBY-143.TA	TLV
IBGM.NX	ENX
WBIA	PCX
